positive	Cant wait for the UCLA midnight madness tomorrow night		
neutral	Allyn's Crawfish boil tomorrow.  I'll be there sometime between 5 and 6.  Come in and have a beer with me and eat some mudbugs!		
negative	I bought an ecig through the sun paper yet not allowed to use it while watching football at Newcastle Utd		
positive	"Hey all!  Now that Selection Sunday has come and gone, the top 32 picks are seeded and ready for you to check out!... http://t.co/ERBkB7QU"		
neutral	"McIlroy the agenda for topical debate: Golf:Rory McIlroy may be on a week off, but he remains in the news and at... http://t.co/VdqzTmkJ"		
neutral	"Everyone deserves somebody who makes them look forward to tomorrow For Rushers, it's Big Time Rush :)"		
neutral	"Duke Energy CEO to speak in Raleigh Thursday: Jim Rogers, the newly installed chief executive of Duke Energy Pro... http://t.co/BhsBSy4A"		
positive	"Thursday fun for just a few PENNIES on April 12 with Reflex Rex, Alice D & more + Smoking Toddlers & Wednesday The Rat! http://t.co/JgpF8up3"		
negative	"@meow_x Unfortunately, not yet. Wanted to go to Revenge at Paleyfest in March, but couldn't make it. :("		
positive	Not Available		
neutral	"The next #MarcoRubio? Ted Cruz, a #TeaParty Latino candidate, is trying to become the next U.S. Senator from #Texas. http://t.co/DjPdQNuU"		
negative	All the kids who talk shit about Northglenn caue they graduated are the same ones going to the game tomorrow.		
positive	Yet another reason to come to the June 2 Noche Argentina Milonga at Calle Ocho:  we will have a FABULOUS... http://t.co/l4LgYXCM		
positive	"Vincent Jackson limited in Monday practice estimates, fantasy value just fine for Thursday http://t.co/OfR7ykTN"		
neutral	1st day of practice brings a prediction: This is the year... Northwestern finally breaks through and makes the NCAA Tournament.		
neutral	Grandmom's Pennies will be on vacation July 25 to July 30. Monday wil be the last day to purchase from #etsy until my return next Tuesday.		
positive	"It's MAKE-IT-HAPPEN Monday!Git 'er done. ""To h*ll with CIRCUMSTANCES; I create my own OPPORTUNITIES.""-Bruce Lee, actor &amp; martial arts legend"		
neutral	@Kris1with4a3K it's sophomores only ! For the CASHEE test or however it's spelt .		
positive	Not Available		
positive	"Swift Day is alway's the best day, i usually gain alot of followers on the 13th"		
neutral	Not Available		
neutral	Not Available		
neutral	Natural Gas: A Bridge to the Clean Energy Economy | Mark Udall | U.S. Senator for Colorado http://t.co/zMul1XhK via @MarkUdall MARK? C'MON?!		
negative	Not Available		
positive	"@DoremiGirl Posterous is super easy for uploading vid, esp from mobile device. Plus got bought by twitter so integration may be on the way"		
negative	Not Available		
negative	"@NotTheGolfer Could be similar to DRose as the 8 seed his 2nd year in. Don't know if the Cavs can make a jump like the Bulls to 1, but still"		
positive	Not Available		
neutral	Not Available		
positive	"@Divine_MMS Hi there Vinny, i heard u'l be in ""wansapanataym"" this coming Sat. and i am sooo excited to see you on T.V., I love you Vinny&lt;3"		
positive	Not Available		
negative	"Universal Credit may leave people worse off, UoP research undertaken with Centre for Social &amp; Economic Inclusion shows: http://t.co/r3aDFYXP"		
neutral	Golf tomorrow morning test out the back looks like it will be sunny but cold		
neutral	China - Tracy McGrady may sign at Qingdao Eagles: Qingdao Double Star Eagles is about to tab 33-year old USA ex-... http://t.co/VeBGrKUw		
neutral	"@shreyaghoshal ""Shreya Ghoshal"" I read this name for the 1st time on my mp3 player. 4.5 years back,and then evry day.And now maybe evry min."		
positive	I may be considering wearing my polka dot #48 shorts with the Knaus tee shirt in an attempt to stay cool today. #Lowes48		
neutral	#MichiganBasketball #1 overall seed in NIT season tip-off &amp; will host the North regional at Crisler Center beginning November 12th vs. IUPUI		
neutral	Not Available		
neutral	"Spartan WOD for Thursday, 9.27.12  ""The less effort, the faster and more powerful you will be.""  -Bruce Lee... http://t.co/9qkg2fH4"		
positive	Told my little cousin who LOVES #TheWalkingDead tv show Id send her the comics for XMas. Shes in 7th grade.  Figured Vol1 isnt too intense.		
neutral	"@Edison_Sky @MopHeadAsh As I will be drinking excessively tonight, I may call one of you to discuss Raoul Moat &amp; Gazza"		
positive	Not Available		
neutral	Coming up in your Weekend Argus tomorrow: More on the #UCT #DASO election debacle.		
neutral	Am going 2 b on lock dn from now till Fri morning in the studio. @IamHypeNation Vol1 drops on the 8th 3pm. i'll B @ Club10 on FRI thou		
negative	Calle stupid but I really don't feel like going tomorrow :c		
positive	Here's your chance to meet Jim Rogers and Milk Bellafiore this coming Saturday! I have got the Platinum VVIP... http://t.co/fRK6DigC		
positive	Not Available		
negative	"I have a 150 minute flight tomorrow morning. #fuck #sleeping #tonight. I'm going to sleep on the plane, and listen to Yoko Kanno."		
positive	"To the 20 years old Chunji! Happy Birthday, stay healthy and may everything goes as you wish. OH YEAH YOU WISH EVERYTHING GOES YOUR WAY XD"		
neutral	my party on.the 2nd at club Crucial ima b bouncing around singing iam freebarz I am freebarz.like I really am apart of the movement lol		
positive	I like the way my 69 year old dad stumbles across random film stars shooting #theworldsend in WGC while getting Saturday paper		
positive	Merseyside Derby proper goal fest so far! Hope for more in the 2nd half! #SuperSunday		
neutral	@oceanrecords lets bounce to Wrestlemania 29th in NYC.  Undertaker is truly the last one left of the 90s era. The Rock gon compete too		
positive	"@MezaJudy thats it, I'm calling you out. we're gonna fight. be at calle 116 at 9:55 pm on friday, if you don't show then i win by default."		
negative	Not Available		
positive	"wondering if this is the 2nd time michelle is proud of America when dayton shouted ""Hail Obama"""		
neutral	FLAVA! You may have heard about Flava Flav but here's the story in the link below! http://t.co/fZSy9vwF		
negative	Wish me lucky on the Cahsee tomorrow I'm pretty nervous		
neutral	The 7th Edition of the Headies Takes Place at Eko Hotel &amp; Suites this Saturday! Are You Ready? http://t.co/9IZOdDSJ		
positive	Not Available		
neutral	Bearcats call first timeout of 2nd half. 3rd and 7 coming from Pitt 9. Gorillas lead 14-7 with 2:22 left in 3Q.		
negative	"Sir, there are enemies in the White House.Something needs to be done TODAY not November 6th.Clinton,Obama,Panetta,Petraeus,Lamb,Lew,Donilon"		
neutral	Not Available		
negative	"Unfortunately, Owain is still feeling a bit under the weather, so tomorrow night's show has been cancelled.  We... http://t.co/v4NpXRRt"		
neutral	Not Available		
neutral	Not Available		
neutral	"Shinji Kagawa held a coaching clinic for students on Tuesday, to support children in areas hit by the Japan Earthquake http://t.co/19Ure2AD"		
neutral	"Check out my email campaign 'Free WIFI, Christmas Menu &amp; Sunday Night with Andy Lee ' at http://t.co/H0agSXRZ"		
neutral	I may or may not have asked Hugh Dancy if he has an HMV rewards card.		
neutral	#Google #Hot #News Eva Longoria to appear with Obama Thursday http://t.co/feufgEjJ #TeamFollowBack YANews		
positive	"@Chris_Manuel89 just finish doing it and tomorrow I'm going to the celtics game and don't fucking say ""thanks for the invite"" it's annoying"		
negative	"It's not Ben Howland's fault that Reeves Nelson has self control issues, and there's no way he gets fired with the recruits he has coming in"		
positive	Not Available		
neutral	Trying to decide what to take to the Fashion Star auditons tomorrow.		
positive	"*Good ""God luck to everybody taking the math OGT tomorrow. Stay focused its actually easy."""		
neutral	"I'll be turning 25 tomorrow. All I want is Crawfish, Coffee &amp; Community. Amen"		
neutral	Japan's post-disaster growth strategy: The Great East Japan Earthquake on 11 March 2011 was the biggest earthqua... http://t.co/zsCASaMi		
neutral	World Gold Council releases conflict-free standard: The World Gold Council (WGC) published Thursday the anticipa... http://t.co/GqBVmSXj		
neutral	Attending a very informative talk covering the Japan Earthquake of 11 March 2011 and the lessons learned from that.		
negative	Not Available		
neutral	Not Available		
neutral	Dodridge induces a 6-3 ground out for the first out of the 8th.. Chippewas 5 outs away from MAC Championship game		
neutral	"Deron: Surgery may be Net result: Encouraged by the results of a cortisone shot, Deron Williams believes he will... http://t.co/ZcEFlGLW"		
neutral	"Jared Gaither, Shareece Wright full for the 2nd straight day. Eddie Royal (hamstring) and Jonas Mouton limited. #practiceupdate #Chargers"		
neutral	The view from the 24th floor @ MGM Grand at Foxwoods http://t.co/wiF2Jjdw		
positive	Not Available		
positive	Not Available		
positive	Oomf just made wish I had a half rite about now! #1st&amp;3rd		
positive	Not Available		
neutral	Join us next Wed 1 Aug 4 the A-Z Cake Day! We r raising money 4 Moebius syndrome. Make a cake/s using a letter from the alphabet.11am-2pm.		
positive	Not Available		
neutral	last day yahoo but i have already jotted 50ish to do items ... off to bulgaria tomorrow morning		
positive	Out! Monday night dinner with Nit in a few. 18th :)		
neutral	Not Available		
positive	I'm actually excited about starting my new semester tomorrow... 2 more years. One step closer to my Bachelor's degree.		
neutral	@WWEgames @WWEUniverse CENA &amp; AJ sitting in a tree K-I-S-S-I-N-G 1st goes AJ's  job then John's cred then goes Vicki with the GM position.		
positive	Big congrats to @Gregy20723 4winning the main event. Very classy move stoping his friends from celebrations to shake the hand of Sylvia 1st		
negative	Not Available		
positive	@TheCarlosPena @jamesmaslow @HeffronDrive @1LoganHenderson congratulations on the 1st anniversary of MSBWY from me and all the FCO in Peru		
positive	Its the 13th!  Happy Swift Day!!! :) http://t.co/VCHDAtWH		
neutral	Not Available		
neutral	"If Spurs beat Chelsea on Saturday, it will set a new club Premier League record of 17 points amassed after the first 8 matches of the season"		
positive	@MTV Yeah Buddy ( @DJPaulyD voice ) can't wait to vote tomorrow &amp; go to the awards &amp; meet the cast of My Super Psycho Sweet 16!		
neutral	Not Available		
neutral	"July 16, 8pm EST, Big Time Movie will be premiering on YTV with One Direction commenting during commercials (via @1DUpdatesCanada)"		
neutral	Jennifer Aniston at the CFDA/Vogue Fashion Fund event at Chateau Marmont in L.A. on October 25. http://t.co/uekQZ5kI		
positive	@98WSIX listening in Orlando.....headed to see Zac Brown tomorrow.  Love the station...		
neutral	@BHayesCurtin Check out Michael Ball in concert with Cork Youth Orchestra in Dec. http://t.co/4XAGC9Mr		
positive	Not Available		
neutral	Abbey Dawn New York Fashion Week Show 2012 - 10 September 2012 ~ with @KylieJenner :) http://t.co/v8P0wKKl		
neutral	"When I read about possible severe thunderstorms, I see Imelda Staunton as Umbridge saying, ""These thunderstorms may be *giggle* severe."""		
positive	Not Available		
positive	Not Available		
neutral	Not Available		
neutral	Duke Energy CEO Jim Rogers addressed the Democratic National Convention Thursday afternoon http://t.co/D9cFtvsC		
negative	Intimate showcase with Chris Rene - November 7 in Auckland. Can't buy tickets to this. Click the link to enter... http://t.co/jfhKiRzM		
positive	Not Available		
negative	"Fire damages Buddhist temple at SKorea's Mt Naejang: Seoul, Oct 31 (Kyodo) A fire destroyed the main building of... http://t.co/s57mmK5r"		
negative	Not Available		
neutral	I got job interview with Deloitte for this Friday		
neutral	"SBS K-Pop Super Concert on Nov 10th in the United States, with SNSD, 2NE1, T-ara, BEAST, CNBLUE, KARA, SISTAR cr tiarafact"		
negative	marth CASHEE retake tomorrow and i havent studied. still busy with this book report. fml		
neutral	"The toll affected by the Great East Japan Earthquake Tsunami 3.11 2011:Death-15,871 Missing-2,778 Amounts-18,649 as of 10 Oct.(Cont)"		
negative	@Doug_Zamensky @SuzziFiazco @ianasbury #HARD #dayofthedead weekend just got a bit weirder. Chateau Marmont on Sunday? What?!		
negative	@calloway24 @DrakecoachDL @JCFSports Bias is prevalent at all levels. You don't want 2 find yourself on the Bubble on Selection Sunday #NCAA		
neutral	Not Available		
positive	"i know it's in january, but i can't wait for Winter Jam !"		
neutral	Texans meet back up with Mario Williams this Sunday		
positive	#celebrate your new arrival with a naming ceremony. Meet @TheMemBox at mum n baby fair Colne Valley Garden Centre Huddersf'd sun 28 10.30		
positive	Turns out Yoko Kanno is the perfect soundtrack to a rainy Saturday morning.		
positive	"Watch the sneak peek clip for tomorrow's all-new ""How To Rock a High School Sensation!"" http://t.co/t8QwAg1k"		
neutral	Join us tonight at Boston Pizza - Centre on Barton for THURSDAY NIGHT FOOTBALL! Tonight the Chiefs take on the... http://t.co/iegTxPQv		
positive	One of the classic rivalries from the EPL era is renewed on Sunday when MANCHESTER UTD and Newcastle Utd meet at St James Park! #mufc #glory		
neutral	"Last day for supplementary nominations to Swedish GN and Champion Hurdle, monday June 4th at 12 noon (11.00 GMT) e-mail sport@galoppsport.se"		
neutral	"Dear VIPs, we will be selling the cheering goods for Big Bang Alive Tour at Singapore Indoor Stadium for the whole day tomorrow."		
neutral	Don't forget to RSVP for Toronto's biggest hip hop jam on Sept 8th. We're going LIVE at City Nightclub with... http://t.co/9TaybRlh		
neutral	"Entered the Cape Argus Pick n Pay Cycle Tour happening on Sun, 10 Mar 2013! 12th time, going for that elusive 3h30 with @Charlie_Mills"		
positive	@teen_top Chunji ahhh~ May you take more adorable selca please?? :&lt;		
negative	"NHK said that this is the 7th rape incident after world war II, but this is the 127th  ( #iwakamiyasumi4 live at http://t.co/NmOR0Xgc)"		
neutral	@JulianneMooreFC Reagan nominated Sandra Day O'Connor to the Supreme Court &amp; she became the 1st Female Justice. http://t.co/yZKYUcD1		
neutral	"Bing one-ups knowledge graph, hires Encyclopaedia Britannica to supply results http://t.co/qVYQyvUj It may have retired from the cut-..."		
positive	Not Available		
negative	Not Available		
neutral	"FYI:If you haven't gotten your tickets to see Comedian ALI SIDDIQ @ Claytons inbox NOW!SALUTING NOCTURNAL ON 4 YEARS. 8-10PM this Sunday,"		
negative	Not Available		
neutral	"@Martman32 If I may be so bold, the state of the current WWE product can be reflected in the health of Undertaker's physical being."		
negative	"Still struggling with What's That Noise?  If Gazza doesn't get a winner this time, there will be a new clue with Pete after 8am tomorrow."		
neutral	Not Available		
positive	"Story: The Houstons premieres tonight. Bobbi Kristina, who may or may NOT have gotten engaged to her brother. &lt;- Cats outta the bag #Engaged"		
neutral	Reminder: Daylight Savings Time ends on Saturday night / Sunday morning. Set you clocks back an hour and enjoy an... http://t.co/8Lf0Jf2Z		
positive	Not Available		
neutral	"#teamfollowback La Liga: Betis march on, Malaga held to draw: Real Betis moved up to fourth in the table after S... http://t.co/Sy1yVPvt"		
positive	"Be inspired by a stunning fashion parade from CIT fashion students at the Belconnen Arts Centre Melbourne Cup Lunch, it's on 6 November."		
neutral	Not Available		
neutral	Grandparents Day at Providence is tomorrow! Check out the hand-made doilies our Girl Scouts made: http://t.co/idRw7yTy		
neutral	Not Available		
neutral	"Edith Bowman, Cherie Blair, Barbara Windsor watch as @GeriHalliwell struts her stuff at the Breast Cancer Care Fashion Show @BCCare on Oct 3"		
negative	"@lzone Yeah I was told 7-10 days, but then @kakaty found article stating it could be by Friday in Shaker. This sucks."		
neutral	Get Ready for information on Winter Jam tomorrow with SHINE 105.9 http://t.co/nuDDWqrQ		
neutral	Not Available		
neutral	The party is at Sky Boxx every Saturday night with Ralow Smith and Mike D!!!!		
neutral	Is it coincidence that the Jets wear green?  Celebrate Halfway to St Patrick's Day this Sunday with NFL Football!... http://t.co/xGOsSKzt		
positive	"Maybe I may design of the Akita person's site in late fall. Even if a planned stage, I'm glad related to Tohoku in Japan a little. #ICHIGONO"		
positive	@R_Roddy_Piper wow the world may cave in on itself! Piper and Mike D of @beastieboys in the same picture #heroes		
positive	Starting work on Fashion Star tomorrow! My couch is really going to miss me. I got myself a treat to celebrate: http://t.co/17PXbjI1		
positive	"@Natty_Lik yes, I can set one up on posterous tomorrow if you like?"		
neutral	"YIKES! Daylight Savings is Sunday, November 2nd -THIS WEEKEND! Help your kids adjust to the time change with... http://t.co/it7wnN4O"		
positive	": Shinji Kagawa held a coaching clinic for students on Tuesday, to support children in areas hit by the Japan Earthquake."		
neutral	I hope Allderdice sends us home early tomorrow because of the water problem		
negative	"@kenzzzzxo so the thing next Thursday isn't free, you'd have to pay $15 to get in since you don't go to UMBC :/ and it ends at 11:30"		
negative	@SAVE_US_GSM So Taker/HBK had the 2nd to least amount of blood? That shocks me cause HBK was in  pool of his own blood at the end.		
negative	"Emily Murray's @guardiannews  ""What Cherie Blair doesn't understand about yummy mummies"" http://t.co/3NLedEpG"		
positive	Not Available		
positive	TD Bank We welcome you into #LittleHavana but please do not raze the 1930s bldg on the corner of SW 12th &amp; Calle Ocho. Keep the facade.		
neutral	"Sunday, 9/23, we introduced Lucy Kaplansky's latest, Reunion. Here's ""Mother's Day"" from the new record.... http://t.co/Zsz3OZQu"		
neutral	Not Available		
positive	I really want to hang out with oomf tomorrow		
positive	Not Available		
neutral	14-13 Shaker over Brush in the 3rd		
negative	"Fellas were giving out Mormon bibles in CIT on Monday, nobody took one. Same on Tuesday. Today they tried to lure us in with sweets..."		
positive	@JETHROnaldo7 the reason why I'm telling you HMV is kasi may special editions yan and shit :&gt;		
negative	Not Available		
positive	@_BaileyRobinson She sat there this morning when Levi picked up her shirt and then lifted her paw to show she wanted to wear it today lol.		
neutral	Not Available		
negative	Roll on Thursday when I can get back to the gym;6 weeks of doing nothing but drink and eat crap since Leeds Festival is taking its toll #fat		
neutral	"How did Marco Rubio, Eva Longoria and Marc Anthony bring star power to the election? NBC Latino breaks it down #latism http://t.co/53T6WHXs"		
positive	Not Available		
positive	"UCLA coach Ben Howland on other Pac-12 teams, ""I think Cal may have the best pair of guards in the conference."""		
positive	Today's the 13th. You know what that means? It's Swift Day! :D Happy Swift Day lovelies!		
neutral	Shreya Ghoshal will be at the FLATO Markham Theatre for a one night engagement Oct 9.  here is her picture http://t.co/6S9z8UOq		
negative	"Hey, the 2nd worst baseball movie is on Reelz right now. #StomachBleeding"		
neutral	Sharon Stone Gets 'Persuasive' at amfAR Gala: Saturday night's event at the Permanente Museum drew a mix of film... http://t.co/mgM87Lf2		
negative	it doesn't matter that iona doesn't have school tomorrow because 1. i hate school 2. we don't have snow days		
neutral	MGM Grand sets @WHiebs17 tackles tomorrow at over/under 1.5. I'm taking the over. Special teams monster #hitstick		
neutral	Not Available		
neutral	Not Available		
neutral	It is Nit a joke... Be there... Promo video filming tomorrow at disclosed location ... Double Tap if u want http://t.co/VjfhxQ18		
neutral	@aggybum89 the 29th and 30th of December! When I'm in Korea I'll find out which hotels I'm staying at and let you know!		
neutral	Not Available		
positive	Claytons practice chat sessions 7pm Fri &amp; Sat THIS weekend in @RWAus Forums NEW chat room. Very relaxed. Join us! (if you're a Claytoneer)		
negative	Not Available		
neutral	"Have you gotten yr tickets to see @msTerryMcMillan @ MGM Grand on Thurs, 11/1? If not, go here to get... http://t.co/VVtS7OZg @Kaiology"		
negative	"Nov 19 now also in Germany for ""Unapologetic"". That's so rude. But I bet we'll still get the MP3 Download on Nov 16..."		
positive	@DiscoMundial thanks! Drop an email to info@kayafestival.co.uk regarding bookings. See you got Teengirl Fantasy tonight - amazing band!		
positive	Not Available		
negative	Not Available		
positive	"The Announcement was so good last night, even my non-basketball liking flatmates sat through the whole thing."		
positive	"@MIRYOakaJOHONEY Unnie, I'll be in Seoul on 7 Nov. Can you arrange your fan meeting on that day? Please~~ I wanna meet you so much!!"		
neutral	NBA star Arenas may also shift to CBA just like Tracy McGrady #spm2122 http://t.co/IltZkfJl		
negative	"Reagan gone need me tomorrow , she gone want some if my candy , but ima tell her Noo"		
positive	Not Available		
neutral	"If you don't want to slip up tomorrow, speak the truth today. -Bruce Lee"		
neutral	"Federal Reserve sticks with stimulus - The Federal Reserve made no major changes to its policy Wednesday, deciding t... http://t.co/daMeuTdZ"		
neutral	Chris Rene: Live &amp; Exclusive!:   X Factor may be about to start up its first live show of the season tomor... http://t.co/D7dDba55		
positive	Congratulations to 4th ranked WBO featherweight Orlando Cruz!  1st active boxer to come out of the closet. #courage http://t.co/EsjD7KtU		
neutral	Going to watch Fashion King after 1 Litre of Tears and The Sun that Embraced the Moon I think		
positive	Not Available		
neutral	PSSA patron &amp; Doctors star Ian Kelsey will give a TV workshop @ the studio on Sat 24 Nov. 10 places open to non-members http://t.co/Z7OKcjJk		
neutral	Q1 6:40. Josh Freeman pass to Vincent Jackson to the Minnesota 22 for 26 yards. 1st &amp; 10.		
negative	@Swish_KK32 and if ur amywhere near kansas state and dont come watch us play in the preseason NIT on nov. 12th im gonna fight u for that too		
positive	Not Available		
positive	Happy Monday Slackers! Don't forget tonight is Steamers Night here at Slackers. 1 Doz.$4.99  2 Doz.$8.99 with... http://t.co/xIodkLpG		
neutral	@theramon how's Teengirl Fantasy? I may get in the car and drive to @giginow to stuff my face with duck buns..		
negative	Not Available		
positive	Hey #GWU! Interested in a free ticket to the Train concert tomorrow night?! Head to the Smith Center NOW to help us out with set up!		
neutral	@daverosin Please may my band make a cover of Scream to perform for our school &amp; maybe upload to YouTube with yours and Hedley's permission?		
positive	Quevega is even money to win the World Hurdle with @paddypower. Well Happy Thursday to me #sheisthefemalebigbuck's		
positive	Not Available		
positive	Not Available		
negative	@CarlJWood I teach my class to count in pennies at first. I may be part of the problem.		
positive	Winter Jam is all set up! The artist line up and tour dates will be announced on October 30th! Who do you hope is going to be announced?		
negative	@kviv94 I know dude Iona is 15 mins away and they're closed through monday. Its not like there isn't just cause to cancel.		
positive	"@eldermars Easy to have a couple extra wins when BYU has played the 31st ranked schedule compared to Utah, who's played the 3rd. #Sagarin"		
neutral	MONDAY PREVIEW: ARE YUMMY MUMMIES BAD ROLE MODELS? Cherie Blair thinks they are - do you agree?		
neutral	Not Available		
neutral	.@youtube http://t.co/lFAs3bSy via the last time it was Sarah Louise Palin this moment Willard Mitt Romney or thursday Joseph Robinette paul		
neutral	"Jeremy Ausmus eliminated in 5th place ($2,155,313) after he gets it in on the turn w/ a straight draw to Sylvia's top pair and Sylvia holds"		
positive	"The spurs may have won the battle, but not the war!"		
neutral	"July 16, 8pm EST, Big Time Movie will be premiering on YTV with One Direction commenting during commercials."		
neutral	Duelo makes me want to go and hit up Rodeo every Saturday #HoustonTx		
positive	#Specialneeds judo weekly class on at the #Southville Centre tomorrow night - medal winning sports stars!		
positive	"Hola Muchachas, Are you ready for a night full of Fashion, Fun and Beauty. This Saturday Nikki Beach Miami and... http://t.co/Il5oYfDH"		
negative	Not Available		
positive	Did LVMS get showgirls from Primm or Mesquite. C'mon Bruton you can do better #NASCAR		
negative	Not Available		
positive	Not Available		
neutral	I'm headed to the Oct 26 Crab Feast at Jimmy's in Dundalk MD with New Generation Ministries at the Metroplex with... http://t.co/b4IN5IkS		
positive	"...woah, Deezer. Babel only came out on Monday, can you leave it up for longer than a day to give slow people like me a chance?"		
neutral	Not Available		
neutral	"Shinji Kagawa held a coaching clinic for students on Tuesday, to support children in areas hit by the Japan Earthquake. [jakart...  #MUFC"		
neutral	I want Gatekeeper to dj every event I go to.  From here on out (@ 7th Street Entry for Teengirl Fantasy w/ @evaklug) http://t.co/GqBXzOcG		
neutral	"Miss last Friday's Soundboard, our radio partnership with @wtju911FM and @cvillenews_desk? http://t.co/A4E1a9Mo"		
negative	"@CarlAStrauss I'm from Halifax, Nova Scotia. Not sure if we will go on March break, I'll have to see as it gets closer. Why?"		
positive	Not Available		
positive	Just discovered restaurant on top of Centre Point. Am now taking agent to it tomorrow. No idea what food like but presumably view sublime!		
positive	@_smileemptysoul Good deal. I'll be in Newport Sunday w/ friends as well as the 17th in Dayton!! #HeresToAnother		
positive	"Just drove through Calle Ocho on a Friday night. Never knew it was Cuban brickell. Outside bars, lounges, pubs... Interesting.."		
neutral	No pain no Gain BALLS DEEP sweet chin music HBK got us all da way TURNT up...hair weave killa dont sweat it tomorrow we'll get you permed up		
negative	@sandyboxx @trafiuddin @sawsjabr @amreen_taher ya which plans lol? And btww amreen can't even come Friday to the MSA event she has a bday :(		
neutral	Going to the album signing on Wednesday at HMV in Newcastle any one know if you go to the same place for the wrist band xxxxxxxx		
neutral	"yo. it's been 5 years since Kina Grannis wrote her song ""Cambridge"". a lot of you may know it from Wong Fu... http://t.co/jaQT4fWY"		
positive	I love the Triangle RT@thedevilwolf: This is really going to hurt Virginia Tech on Selection Sunday		
neutral	Federal Reserve stands firm on bond-buying program: The Federal Reserve said on Wednesday that it is standing firm... http://t.co/5aF0U7W3		
neutral	Not Available		
neutral	Think I might go see the Zac Brown band in December at Joe Louis! Anyone interested in goin?		
neutral	"Brush picks Shaker off, but then Shaker returns the favor, picking off Brush. Still 13-7 Brush in 3rd Quarter."		
negative	Not Available		
neutral	Not Available		
positive	"Les 1D aiment le soleil "" let's go crazy crazy till we see the sun "" "" i wanna stay UAN and jump around untill we see the sun "" i'm a sun !"		
positive	@GaryWoods94 @sjwright11 @chartersss bring the tenna in tomorrow Gazza!! #ThankYou		
neutral	Not Available		
positive	The 1st Annual Doral Design District International Taste of the Arts is almost here! Enjoy yummy food from well... http://t.co/sTUap0Ij		
neutral	"I'm going to Such Gold at Hoosier Dome in Indianapolis, IN - Nov 1 http://t.co/qnrYPptP"		
neutral	@DatPiffMixtapes JUMPCITY.VOL1 is going to be on datpiff TOMORROW  !!!! So check that out !! DOWNLOAD !!  #LightWork		
neutral	Going out tomorrow for the first time in 11 days to my dads for dinner first watching Dons v Preston on Sky Sports 2 tho #SteppingStones		
positive	Not Available		
neutral	@Haaazyy @Nadiamosssssa @supa_sama123 @bombsauce_yazzy @SaraCalii Any of ya'll going to MSA on Thurs?		
neutral	Not Available		
positive	Roger Jones recommends Sun Is Shining (Smoke Out Dubstep Mix) by Bob Marley. Listen to it for free on Deezer! http://t.co/M0ZNi8Te		
positive	"CIT is bludgeoning the Feb-Apr 2013 programme into shape. Mighty things in store for visual artists, theatre makers, writers &amp; more."		
neutral	"My Passion: NHK announces hosts for the 63rd Annual Kohaku Uta Gassen - chychytcuit: On October 16th, NHK... http://t.co/f0xrtn6f"		
positive	"@vaughtsviews Good point. I also think that T. Martin leaving to USC set us back a few yrs. Pitino's 5th year at UL, he went to NIT."		
negative	A Florida player would never get away from a cop with pot and a gun in his car. Michael Dyer did - then got dismissed - http://t.co/yWYAOnVr		
neutral	"YES PLEASE! Entered the Cape Argus Pick n Pay Cycle Tour happening on Sun, 10 Mar 2013!"		
negative	Not Available		
neutral	Wanna see Eva Longoria? Come canvass with us at 11 AM tomorrow! #WomenforObama		
positive	Not Available		
neutral	Mohammad Hirzallah (24) from Rafah (Gaza Strip) died Thursday from injuries sustained in an Israeli air strike a day earlier		
neutral	"Support the relief works for one of the most affected regions ""Tohoku "" in Japan earthquake &amp; tsunami in March... http://t.co/wt85vwZo"		
positive	Aww Kina Grannis sang 'Mr. Sun' for all the Filipinos who suffered from floods! @kinagrannis &lt;3		
negative	"I may or may not have freightened a large number of L.A. residents, merely  by making EYE contact with them in the past 48 hours."		
neutral	"The Official Premiere of Coffee &amp; Cameras is tomorrow morning, but VIPs, get the full show today at... http://t.co/nLvYVjPO"		
positive	"Was going on cams 4 a later show today but instead, helped our daughter get a new Nissan Titan. She's so excited! Be on tomorrow, for sure!"		
neutral	@JoeGibbsRacing what time and where is the tweetup going to be tomorrow at LVMS. @KyleBusch @Samantha_Busch		
negative	"According the BNP's website they are bussing people down from Sheffield for the ""BBC Paedo"" protest at Broadcast House tomorrow."		
positive	@Hbklover123 I may disagree with you there but I can appreciate your love of HBK. @ShawnMichaels  is the ultimate legend.		
neutral	"@MOVlESQUOTES: May the odds be ever in your favor."" - The Hunger Games"" @JayYurchak #yourmovie"		
neutral	Q1 5:55. Philip Rivers pass to Eddie Royal to the Tennessee 6 for 20 yards. 1st &amp; 6.		
negative	"WTO barred China on Thursday from imposing duties on certain U.S. steel exports, siding with U.S. Pres. Barack Obama http://t.co/86nEukcz"		
neutral	@MoEgger1530 will you be in Toledo tomorrow for the Bearcats game?		
neutral	"Deron said he'll practice tomorrow. Could've gone today, he said, but he was told to wait 2 days to let injury heal up."		
positive	Not Available		
positive	"Happy Friday everyone! Check out Leah's pick of the week:  Glasses: Oliver Peoples ""Bacall"" Sunglasses: Miyagi... http://t.co/whEWyQ2D"		
positive	@LaurenKTJones that's awesome! Wanna go to the Albion v arsenal game at the emirates on the 8th of dec?? Would be cool to hang out..		
positive	"Very much looking forward to the @randsrecords @boilerroomtv tomorrow with Teengirl Fantasy, @tiraquon &amp; @pariahbeats - chika chika yeh."		
positive	Not Available		
positive	Not Available		
neutral	"@Diary_FG @rossa_mitchell @victoriagaziano I never touched it so it was obviously Tor, bloody hell Gazza we'l get another one Saturday! Xx"		
